,SITE,TRANSECT,REPLICATE,SIZE_MM,NUM_AO,AREA,YEAR,MONTH,DATE,RECORD_ID
2701,IVEE,6,C,98.0,0,300,2018,8,2018-08-21,4970
2700,IVEE,6,C,96.0,0,300,2018,8,2018-08-21,4971
2699,IVEE,6,C,94.0,0,300,2018,8,2018-08-21,4972
2712,IVEE,6,D,82.0,0,300,2018,8,2018-08-21,4973
2722,IVEE,7,B,80.0,0,300,2018,8,2018-08-21,4974
2730,IVEE,7,D,70.0,0,300,2018,8,2018-08-21,4975
2724,IVEE,7,B,90.0,0,300,2018,8,2018-08-21,4976
2733,IVEE,7,D,82.0,0,300,2018,8,2018-08-21,4977
2734,IVEE,8,A,68.0,0,300,2018,8,2018-08-21,4978
2735,IVEE,8,A,70.0,0,300,2018,8,2018-08-21,4979
2736,IVEE,8,A,75.0,0,300,2018,8,2018-08-21,4980
2737,IVEE,8,A,76.0,0,300,2018,8,2018-08-21,4981
2738,IVEE,8,A,81.0,0,300,2018,8,2018-08-21,4982
2698,IVEE,6,C,91.0,0,300,2018,8,2018-08-21,4983
2739,IVEE,8,B,60.0,0,300,2018,8,2018-08-21,4984
2740,IVEE,8,B,62.0,0,300,2018,8,2018-08-21,4985
2741,IVEE,8,B,67.0,0,300,2018,8,2018-08-21,4986
2742,IVEE,8,B,70.0,0,300,2018,8,2018-08-21,4987
2723,IVEE,7,B,81.0,0,300,2018,8,2018-08-21,4988
2743,IVEE,8,B,82.0,0,300,2018,8,2018-08-21,4989
2745,IVEE,8,B,88.0,0,300,2018,8,2018-08-21,4990
2746,IVEE,8,C,79.0,0,300,2018,8,2018-08-21,4991
2732,IVEE,7,D,80.0,0,300,2018,8,2018-08-21,4992
2747,IVEE,8,C,85.0,0,300,2018,8,2018-08-21,4993
2748,IVEE,8,C,86.0,0,300,2018,8,2018-08-21,4994
2731,IVEE,7,D,73.0,0,300,2018,8,2018-08-21,4995
2729,IVEE,7,D,68.0,0,300,2018,8,2018-08-21,4996
2728,IVEE,7,D,60.0,0,300,2018,8,2018-08-21,4997
2727,IVEE,7,C,86.0,0,300,2018,8,2018-08-21,4998
2726,IVEE,7,C,68.0,0,300,2018,8,2018-08-21,4999
2725,IVEE,7,C,67.0,0,300,2018,8,2018-08-21,5000
2744,IVEE,8,B,85.0,0,300,2018,8,2018-08-21,5001
2697,IVEE,6,C,86.0,0,300,2018,8,2018-08-21,5002
2632,IVEE,5,A,92.0,0,300,2018,8,2018-08-21,5003
2615,IVEE,3,D,76.0,0,300,2018,8,2018-08-21,5004
2635,IVEE,5,A,154.0,0,300,2018,8,2018-08-21,5005
2594,IVEE,3,B,73.0,0,300,2018,8,2018-08-21,5006
2636,IVEE,5,B,52.0,0,300,2018,8,2018-08-21,5007
2637,IVEE,5,B,56.0,0,300,2018,8,2018-08-21,5008
2638,IVEE,5,B,59.0,0,300,2018,8,2018-08-21,5009
2585,IVEE,3,A,95.0,0,300,2018,8,2018-08-21,5010
2586,IVEE,3,B,53.0,0,300,2018,8,2018-08-21,5011
5650,IVEE,1,C,76.0,0,300,2018,8,2018-08-21,5012
5649,IVEE,1,C,67.0,0,300,2018,8,2018-08-21,5013
5648,IVEE,1,C,65.0,0,300,2018,8,2018-08-21,5014
5647,IVEE,1,A,72.0,0,300,2018,8,2018-08-21,5015
5646,IVEE,1,A,70.0,0,300,2018,8,2018-08-21,5016
2639,IVEE,5,B,61.0,0,300,2018,8,2018-08-21,5017
2640,IVEE,5,B,62.0,0,300,2018,8,2018-08-21,5018
2641,IVEE,5,B,63.0,0,300,2018,8,2018-08-21,5019
2642,IVEE,5,B,78.0,0,300,2018,8,2018-08-21,5020
2643,IVEE,5,B,80.0,0,300,2018,8,2018-08-21,5021
2644,IVEE,5,B,81.0,0,300,2018,8,2018-08-21,5022
2591,IVEE,3,B,65.0,0,300,2018,8,2018-08-21,5023
2590,IVEE,3,B,59.0,0,300,2018,8,2018-08-21,5024
2589,IVEE,3,B,57.0,0,300,2018,8,2018-08-21,5025
2588,IVEE,3,B,56.0,0,300,2018,8,2018-08-21,5026
2587,IVEE,3,B,54.0,0,300,2018,8,2018-08-21,5027
2634,IVEE,5,A,105.0,0,300,2018,8,2018-08-21,5028
2633,IVEE,5,A,98.0,0,300,2018,8,2018-08-21,5029
2609,IVEE,3,C,87.0,0,300,2018,8,2018-08-21,5030
2595,IVEE,3,B,76.0,0,300,2018,8,2018-08-21,5031
2616,IVEE,3,D,78.0,0,300,2018,8,2018-08-21,5032
2617,IVEE,3,D,80.0,0,300,2018,8,2018-08-21,5033
2618,IVEE,3,D,81.0,0,300,2018,8,2018-08-21,5034
2619,IVEE,3,D,84.0,0,300,2018,8,2018-08-21,5035
2620,IVEE,3,D,88.0,0,300,2018,8,2018-08-21,5036
2593,IVEE,3,B,71.0,0,300,2018,8,2018-08-21,5037
2614,IVEE,3,D,71.0,0,300,2018,8,2018-08-21,5038
2621,IVEE,3,D,89.0,0,300,2018,8,2018-08-21,5039
2622,IVEE,3,D,90.0,0,300,2018,8,2018-08-21,5040
2623,IVEE,3,D,100.0,0,300,2018,8,2018-08-21,5041
2624,IVEE,5,A,57.0,0,300,2018,8,2018-08-21,5042
2696,IVEE,6,C,81.0,0,300,2018,8,2018-08-21,5043
2625,IVEE,5,A,66.0,0,300,2018,8,2018-08-21,5044
2695,IVEE,6,C,80.0,0,300,2018,8,2018-08-21,5045
2613,IVEE,3,D,69.0,0,300,2018,8,2018-08-21,5046
2612,IVEE,3,C,110.0,0,300,2018,8,2018-08-21,5047
2627,IVEE,5,A,70.0,0,300,2018,8,2018-08-21,5048
2628,IVEE,5,A,74.0,0,300,2018,8,2018-08-21,5049
2629,IVEE,5,A,75.0,0,300,2018,8,2018-08-21,5050
2630,IVEE,5,A,84.0,0,300,2018,8,2018-08-21,5051
2596,IVEE,3,B,84.0,0,300,2018,8,2018-08-21,5052
2631,IVEE,5,A,86.0,0,300,2018,8,2018-08-21,5053
2611,IVEE,3,C,100.0,0,300,2018,8,2018-08-21,5054
2610,IVEE,3,C,88.0,0,300,2018,8,2018-08-21,5055
2626,IVEE,5,A,68.0,0,300,2018,8,2018-08-21,5056
6750,IVEE,7,D,72.0,0,300,2018,8,2018-08-21,5057
5727,IVEE,7,C,80.0,0,300,2018,8,2018-08-21,5058
2507,IVEE,1,A,65.0,0,300,2018,8,2018-08-21,5059
6707,IVEE,5,B,60.0,0,300,2018,8,2018-08-21,5060
6706,IVEE,5,B,58.0,0,300,2018,8,2018-08-21,5061
6705,IVEE,5,B,55.0,0,300,2018,8,2018-08-21,5062
6704,IVEE,5,A,85.0,0,300,2018,8,2018-08-21,5063
6703,IVEE,5,A,82.0,0,300,2018,8,2018-08-21,5064
6702,IVEE,5,A,76.0,0,300,2018,8,2018-08-21,5065
6701,IVEE,5,A,71.0,0,300,2018,8,2018-08-21,5066
6700,IVEE,5,A,65.0,0,300,2018,8,2018-08-21,5067
6699,IVEE,5,A,64.0,0,300,2018,8,2018-08-21,5068
6698,IVEE,5,A,60.0,0,300,2018,8,2018-08-21,5069
6697,IVEE,5,A,54.0,0,300,2018,8,2018-08-21,5070
6696,IVEE,3,D,75.0,0,300,2018,8,2018-08-21,5071
6695,IVEE,3,D,73.0,0,300,2018,8,2018-08-21,5072
6694,IVEE,3,D,70.0,0,300,2018,8,2018-08-21,5073
6693,IVEE,3,C,95.0,0,300,2018,8,2018-08-21,5074
6708,IVEE,5,B,65.0,0,300,2018,8,2018-08-21,5075
6709,IVEE,5,B,68.0,0,300,2018,8,2018-08-21,5076
6710,IVEE,5,B,70.0,0,300,2018,8,2018-08-21,5077
6711,IVEE,5,B,72.0,0,300,2018,8,2018-08-21,5078
2686,IVEE,6,B,77.0,0,300,2018,8,2018-08-21,5079
2687,IVEE,6,B,82.0,0,300,2018,8,2018-08-21,5080
6724,IVEE,6,C,110.0,0,300,2018,8,2018-08-21,5081
6723,IVEE,6,C,95.0,0,300,2018,8,2018-08-21,5082
6722,IVEE,6,C,90.0,0,300,2018,8,2018-08-21,5083
6721,IVEE,6,C,78.0,0,300,2018,8,2018-08-21,5084
6720,IVEE,6,B,110.0,0,300,2018,8,2018-08-21,5085
6692,IVEE,3,C,82.0,0,300,2018,8,2018-08-21,5086
6719,IVEE,6,B,88.0,0,300,2018,8,2018-08-21,5087
6717,IVEE,6,B,78.0,0,300,2018,8,2018-08-21,5088
6716,IVEE,6,B,63.0,0,300,2018,8,2018-08-21,5089
6715,IVEE,6,A,65.0,0,300,2018,8,2018-08-21,5090
6714,IVEE,5,D,82.0,0,300,2018,8,2018-08-21,5091
6713,IVEE,5,D,65.0,0,300,2018,8,2018-08-21,5092
2592,IVEE,3,B,70.0,0,300,2018,8,2018-08-21,5093
6712,IVEE,5,C,78.0,0,300,2018,8,2018-08-21,5094
6718,IVEE,6,B,83.0,0,300,2018,8,2018-08-21,5095
6691,IVEE,3,C,80.0,0,300,2018,8,2018-08-21,5096
6690,IVEE,3,C,68.0,0,300,2018,8,2018-08-21,5097
6689,IVEE,3,C,62.0,0,300,2018,8,2018-08-21,5098
2689,IVEE,6,B,92.0,0,300,2018,8,2018-08-21,5099
2576,IVEE,3,A,56.0,0,300,2018,8,2018-08-21,5100
2690,IVEE,6,B,100.0,0,300,2018,8,2018-08-21,5101
2577,IVEE,3,A,58.0,0,300,2018,8,2018-08-21,5102
2691,IVEE,6,B,105.0,0,300,2018,8,2018-08-21,5103
2578,IVEE,3,A,62.0,0,300,2018,8,2018-08-21,5104
2692,IVEE,6,C,45.0,0,300,2018,8,2018-08-21,5105
2575,IVEE,3,A,53.0,0,300,2018,8,2018-08-21,5106
2579,IVEE,3,A,65.0,0,300,2018,8,2018-08-21,5107
2580,IVEE,3,A,73.0,0,300,2018,8,2018-08-21,5108
2694,IVEE,6,C,67.0,0,300,2018,8,2018-08-21,5109
2559,IVEE,2,B,80.0,0,300,2018,8,2018-08-21,5110
2581,IVEE,3,A,82.0,0,300,2018,8,2018-08-21,5111
2582,IVEE,3,A,83.0,0,300,2018,8,2018-08-21,5112
2583,IVEE,3,A,89.0,0,300,2018,8,2018-08-21,5113
2599,IVEE,3,C,52.0,0,300,2018,8,2018-08-21,5114
2693,IVEE,6,C,60.0,0,300,2018,8,2018-08-21,5115
2608,IVEE,3,C,86.0,0,300,2018,8,2018-08-21,5116
2688,IVEE,6,B,87.0,0,300,2018,8,2018-08-21,5117
6685,IVEE,3,B,62.0,0,300,2018,8,2018-08-21,5118
6688,IVEE,3,B,90.0,0,300,2018,8,2018-08-21,5119
6687,IVEE,3,B,75.0,0,300,2018,8,2018-08-21,5120
6686,IVEE,3,B,67.0,0,300,2018,8,2018-08-21,5121
2572,IVEE,2,D,81.0,0,300,2018,8,2018-08-21,5122
2571,IVEE,2,D,79.0,0,300,2018,8,2018-08-21,5123
2570,IVEE,2,D,75.0,0,300,2018,8,2018-08-21,5124
2569,IVEE,2,D,65.0,0,300,2018,8,2018-08-21,5125
6684,IVEE,3,A,90.0,0,300,2018,8,2018-08-21,5126
2568,IVEE,2,D,60.0,0,300,2018,8,2018-08-21,5127
2566,IVEE,2,C,87.0,0,300,2018,8,2018-08-21,5128
2565,IVEE,2,C,86.0,0,300,2018,8,2018-08-21,5129
2564,IVEE,2,C,83.0,0,300,2018,8,2018-08-21,5130
2563,IVEE,2,C,78.0,0,300,2018,8,2018-08-21,5131
2562,IVEE,2,C,68.0,0,300,2018,8,2018-08-21,5132
2561,IVEE,2,C,63.0,0,300,2018,8,2018-08-21,5133
2560,IVEE,2,B,92.0,0,300,2018,8,2018-08-21,5134
2567,IVEE,2,C,92.0,0,300,2018,8,2018-08-21,5135
2584,IVEE,3,A,92.0,0,300,2018,8,2018-08-21,5136
2607,IVEE,3,C,84.0,0,300,2018,8,2018-08-21,5137
2645,IVEE,5,C,52.0,0,300,2018,8,2018-08-21,5138
6733,IVEE,7,A,83.0,0,300,2018,8,2018-08-21,5139
6732,IVEE,7,A,78.0,0,300,2018,8,2018-08-21,5140
6731,IVEE,6,D,90.0,0,300,2018,8,2018-08-21,5141
6730,IVEE,6,D,86.0,0,300,2018,8,2018-08-21,5142
6729,IVEE,6,D,75.0,0,300,2018,8,2018-08-21,5143
6728,IVEE,6,D,68.0,0,300,2018,8,2018-08-21,5144
6727,IVEE,6,D,67.0,0,300,2018,8,2018-08-21,5145
6726,IVEE,6,D,60.0,0,300,2018,8,2018-08-21,5146
6725,IVEE,6,D,55.0,0,300,2018,8,2018-08-21,5147
2680,IVEE,6,B,58.0,0,300,2018,8,2018-08-21,5148
2681,IVEE,6,B,62.0,0,300,2018,8,2018-08-21,5149
2682,IVEE,6,B,67.0,0,300,2018,8,2018-08-21,5150
2683,IVEE,6,B,68.0,0,300,2018,8,2018-08-21,5151
2684,IVEE,6,B,72.0,0,300,2018,8,2018-08-21,5152
2677,IVEE,6,A,110.0,0,300,2018,8,2018-08-21,5153
6734,IVEE,7,A,85.0,0,300,2018,8,2018-08-21,5154
2678,IVEE,6,A,125.0,0,300,2018,8,2018-08-21,5155
2679,IVEE,6,B,50.0,0,300,2018,8,2018-08-21,5156
6735,IVEE,7,B,63.0,0,300,2018,8,2018-08-21,5157
6751,IVEE,7,D,83.0,0,300,2018,8,2018-08-21,5158
6752,IVEE,8,A,72.0,0,300,2018,8,2018-08-21,5159
6753,IVEE,8,A,84.0,0,300,2018,8,2018-08-21,5160
6748,IVEE,7,C,83.0,0,300,2018,8,2018-08-21,5161
6747,IVEE,7,C,81.0,0,300,2018,8,2018-08-21,5162
6746,IVEE,7,C,80.0,0,300,2018,8,2018-08-21,5163
6745,IVEE,7,C,72.0,0,300,2018,8,2018-08-21,5164
2600,IVEE,3,C,59.0,0,300,2018,8,2018-08-21,5165
6744,IVEE,7,C,61.0,0,300,2018,8,2018-08-21,5166
6742,IVEE,7,C,56.0,0,300,2018,8,2018-08-21,5167
6741,IVEE,7,B,84.0,0,300,2018,8,2018-08-21,5168
6740,IVEE,7,B,82.0,0,300,2018,8,2018-08-21,5169
6739,IVEE,7,B,78.0,0,300,2018,8,2018-08-21,5170
6738,IVEE,7,B,75.0,0,300,2018,8,2018-08-21,5171
6737,IVEE,7,B,73.0,0,300,2018,8,2018-08-21,5172
6736,IVEE,7,B,68.0,0,300,2018,8,2018-08-21,5173
6743,IVEE,7,C,60.0,0,300,2018,8,2018-08-21,5174
2601,IVEE,3,C,60.0,0,300,2018,8,2018-08-21,5175
2602,IVEE,3,C,63.0,0,300,2018,8,2018-08-21,5176
2603,IVEE,3,C,64.0,0,300,2018,8,2018-08-21,5177
2656,IVEE,5,D,68.0,0,300,2018,8,2018-08-21,5178
2573,IVEE,2,D,82.0,0,300,2018,8,2018-08-21,5179
2655,IVEE,5,D,62.0,0,300,2018,8,2018-08-21,5180
2654,IVEE,5,D,55.0,0,300,2018,8,2018-08-21,5181
2653,IVEE,5,C,88.0,0,300,2018,8,2018-08-21,5182
2652,IVEE,5,C,85.0,0,300,2018,8,2018-08-21,5183
2651,IVEE,5,C,83.0,0,300,2018,8,2018-08-21,5184
2657,IVEE,5,D,70.0,0,300,2018,8,2018-08-21,5185
2604,IVEE,3,C,69.0,0,300,2018,8,2018-08-21,5186
2685,IVEE,6,B,74.0,0,300,2018,8,2018-08-21,5187
2574,IVEE,3,A,50.0,0,300,2018,8,2018-08-21,5188
2650,IVEE,5,C,70.0,0,300,2018,8,2018-08-21,5189
2649,IVEE,5,C,60.0,0,300,2018,8,2018-08-21,5190
2648,IVEE,5,C,58.0,0,300,2018,8,2018-08-21,5191
2647,IVEE,5,C,55.0,0,300,2018,8,2018-08-21,5192
2646,IVEE,5,C,54.0,0,300,2018,8,2018-08-21,5193
2605,IVEE,3,C,73.0,0,300,2018,8,2018-08-21,5194
2606,IVEE,3,C,79.0,0,300,2018,8,2018-08-21,5195
2658,IVEE,5,D,72.0,0,300,2018,8,2018-08-21,5196
2660,IVEE,5,D,80.0,0,300,2018,8,2018-08-21,5197
2676,IVEE,6,A,100.0,0,300,2018,8,2018-08-21,5198
2675,IVEE,6,A,99.0,0,300,2018,8,2018-08-21,5199
2674,IVEE,6,A,95.0,0,300,2018,8,2018-08-21,5200
2673,IVEE,6,A,92.0,0,300,2018,8,2018-08-21,5201
2672,IVEE,6,A,88.0,0,300,2018,8,2018-08-21,5202
2671,IVEE,6,A,83.0,0,300,2018,8,2018-08-21,5203
2670,IVEE,6,A,82.0,0,300,2018,8,2018-08-21,5204
2659,IVEE,5,D,75.0,0,300,2018,8,2018-08-21,5205
2669,IVEE,6,A,81.0,0,300,2018,8,2018-08-21,5206
2667,IVEE,6,A,75.0,0,300,2018,8,2018-08-21,5207
2666,IVEE,6,A,68.0,0,300,2018,8,2018-08-21,5208
2665,IVEE,6,A,66.0,0,300,2018,8,2018-08-21,5209
2664,IVEE,6,A,62.0,0,300,2018,8,2018-08-21,5210
2663,IVEE,6,A,60.0,0,300,2018,8,2018-08-21,5211
2662,IVEE,6,A,59.0,0,300,2018,8,2018-08-21,5212
2661,IVEE,5,D,85.0,0,300,2018,8,2018-08-21,5213
2668,IVEE,6,A,78.0,0,300,2018,8,2018-08-21,5214
2506,IVEE,1,A,63.0,0,300,2018,8,2018-08-21,5215
2598,IVEE,3,B,106.0,0,300,2018,8,2018-08-21,5216
2558,IVEE,2,B,70.0,0,300,2018,8,2018-08-21,5217
5687,IVEE,5,B,58.0,0,300,2018,8,2018-08-21,5218
5686,IVEE,5,B,55.0,0,300,2018,8,2018-08-21,5219
5685,IVEE,5,A,85.0,0,300,2018,8,2018-08-21,5220
5684,IVEE,5,A,82.0,0,300,2018,8,2018-08-21,5221
5683,IVEE,5,A,76.0,0,300,2018,8,2018-08-21,5222
5682,IVEE,5,A,71.0,0,300,2018,8,2018-08-21,5223
5681,IVEE,5,A,65.0,0,300,2018,8,2018-08-21,5224
5680,IVEE,5,A,64.0,0,300,2018,8,2018-08-21,5225
5679,IVEE,5,A,60.0,0,300,2018,8,2018-08-21,5226
5678,IVEE,5,A,54.0,0,300,2018,8,2018-08-21,5227
5677,IVEE,3,D,75.0,0,300,2018,8,2018-08-21,5228
5676,IVEE,3,D,73.0,0,300,2018,8,2018-08-21,5229
5675,IVEE,3,D,70.0,0,300,2018,8,2018-08-21,5230
5674,IVEE,3,C,95.0,0,300,2018,8,2018-08-21,5231
5673,IVEE,3,C,82.0,0,300,2018,8,2018-08-21,5232
5688,IVEE,5,B,60.0,0,300,2018,8,2018-08-21,5233
5689,IVEE,5,B,65.0,0,300,2018,8,2018-08-21,5234
5690,IVEE,5,B,68.0,0,300,2018,8,2018-08-21,5235
5691,IVEE,5,B,70.0,0,300,2018,8,2018-08-21,5236
5707,IVEE,6,D,60.0,0,300,2018,8,2018-08-21,5237
5706,IVEE,6,D,55.0,0,300,2018,8,2018-08-21,5238
5705,IVEE,6,C,110.0,0,300,2018,8,2018-08-21,5239
5704,IVEE,6,C,95.0,0,300,2018,8,2018-08-21,5240
5703,IVEE,6,C,90.0,0,300,2018,8,2018-08-21,5241
5702,IVEE,6,C,78.0,0,300,2018,8,2018-08-21,5242
5701,IVEE,6,B,110.0,0,300,2018,8,2018-08-21,5243
5672,IVEE,3,C,80.0,0,300,2018,8,2018-08-21,5244
5700,IVEE,6,B,88.0,0,300,2018,8,2018-08-21,5245
5698,IVEE,6,B,78.0,0,300,2018,8,2018-08-21,5246
5697,IVEE,6,B,63.0,0,300,2018,8,2018-08-21,5247
5696,IVEE,6,A,65.0,0,300,2018,8,2018-08-21,5248
5695,IVEE,5,D,82.0,0,300,2018,8,2018-08-21,5249
5694,IVEE,5,D,65.0,0,300,2018,8,2018-08-21,5250
5693,IVEE,5,C,78.0,0,300,2018,8,2018-08-21,5251
5692,IVEE,5,B,72.0,0,300,2018,8,2018-08-21,5252
5699,IVEE,6,B,83.0,0,300,2018,8,2018-08-21,5253
5671,IVEE,3,C,68.0,0,300,2018,8,2018-08-21,5254
5670,IVEE,3,C,62.0,0,300,2018,8,2018-08-21,5255
5669,IVEE,3,B,90.0,0,300,2018,8,2018-08-21,5256
2523,IVEE,1,C,59.0,0,300,2018,8,2018-08-21,5257
2522,IVEE,1,C,54.0,0,300,2018,8,2018-08-21,5258
2521,IVEE,1,C,53.0,0,300,2018,8,2018-08-21,5259
2520,IVEE,1,B,106.0,0,300,2018,8,2018-08-21,5260
2519,IVEE,1,B,95.0,0,300,2018,8,2018-08-21,5261
2518,IVEE,1,B,86.0,0,300,2018,8,2018-08-21,5262
2517,IVEE,1,B,83.0,0,300,2018,8,2018-08-21,5263
2524,IVEE,1,C,64.0,0,300,2018,8,2018-08-21,5264
2516,IVEE,1,B,80.0,0,300,2018,8,2018-08-21,5265
2514,IVEE,1,B,75.0,0,300,2018,8,2018-08-21,5266
2513,IVEE,1,B,72.0,0,300,2018,8,2018-08-21,5267
2512,IVEE,1,B,67.0,0,300,2018,8,2018-08-21,5268
2511,IVEE,1,A,77.0,0,300,2018,8,2018-08-21,5269
2510,IVEE,1,A,75.0,0,300,2018,8,2018-08-21,5270
2509,IVEE,1,A,74.0,0,300,2018,8,2018-08-21,5271
2508,IVEE,1,A,68.0,0,300,2018,8,2018-08-21,5272
2515,IVEE,1,B,79.0,0,300,2018,8,2018-08-21,5273
5708,IVEE,6,D,67.0,0,300,2018,8,2018-08-21,5274
2749,IVEE,8,D,60.0,0,300,2018,8,2018-08-21,5275
5652,IVEE,1,C,85.0,0,300,2018,8,2018-08-21,5276
5668,IVEE,3,B,75.0,0,300,2018,8,2018-08-21,5277
5667,IVEE,3,B,67.0,0,300,2018,8,2018-08-21,5278
5666,IVEE,3,B,62.0,0,300,2018,8,2018-08-21,5279
5665,IVEE,3,A,90.0,0,300,2018,8,2018-08-21,5280
5664,IVEE,3,A,75.0,0,300,2018,8,2018-08-21,5281
5663,IVEE,3,A,55.0,0,300,2018,8,2018-08-21,5282
5662,IVEE,2,D,85.0,0,300,2018,8,2018-08-21,5283
5651,IVEE,1,C,84.0,0,300,2018,8,2018-08-21,5284
5661,IVEE,2,D,80.0,0,300,2018,8,2018-08-21,5285
5659,IVEE,2,C,85.0,0,300,2018,8,2018-08-21,5286
5658,IVEE,2,C,84.0,0,300,2018,8,2018-08-21,5287
5657,IVEE,2,C,80.0,0,300,2018,8,2018-08-21,5288
5656,IVEE,2,C,65.0,0,300,2018,8,2018-08-21,5289
5655,IVEE,2,C,62.0,0,300,2018,8,2018-08-21,5290
5654,IVEE,2,B,65.0,0,300,2018,8,2018-08-21,5291
5653,IVEE,2,A,72.0,0,300,2018,8,2018-08-21,5292
5660,IVEE,2,D,78.0,0,300,2018,8,2018-08-21,5293
2597,IVEE,3,B,88.0,0,300,2018,8,2018-08-21,5294
5709,IVEE,6,D,68.0,0,300,2018,8,2018-08-21,5295
5711,IVEE,6,D,86.0,0,300,2018,8,2018-08-21,5296
2537,IVEE,1,D,64.0,0,300,2018,8,2018-08-21,5297
2536,IVEE,1,C,103.0,0,300,2018,8,2018-08-21,5298
2535,IVEE,1,C,98.0,0,300,2018,8,2018-08-21,5299
2534,IVEE,1,C,91.0,0,300,2018,8,2018-08-21,5300
2533,IVEE,1,C,90.0,0,300,2018,8,2018-08-21,5301
2532,IVEE,1,C,88.0,0,300,2018,8,2018-08-21,5302
2531,IVEE,1,C,87.0,0,300,2018,8,2018-08-21,5303
2530,IVEE,1,C,80.0,0,300,2018,8,2018-08-21,5304
2529,IVEE,1,C,79.0,0,300,2018,8,2018-08-21,5305
2528,IVEE,1,C,77.0,0,300,2018,8,2018-08-21,5306
2527,IVEE,1,C,74.0,0,300,2018,8,2018-08-21,5307
2526,IVEE,1,C,72.0,0,300,2018,8,2018-08-21,5308
2525,IVEE,1,C,70.0,0,300,2018,8,2018-08-21,5309
6683,IVEE,3,A,75.0,0,300,2018,8,2018-08-21,5310
6682,IVEE,3,A,55.0,0,300,2018,8,2018-08-21,5311
2538,IVEE,1,D,65.0,0,300,2018,8,2018-08-21,5312
2539,IVEE,1,D,67.0,0,300,2018,8,2018-08-21,5313
2540,IVEE,1,D,74.0,0,300,2018,8,2018-08-21,5314
2541,IVEE,1,D,77.0,0,300,2018,8,2018-08-21,5315
2557,IVEE,2,B,68.0,0,300,2018,8,2018-08-21,5316
2556,IVEE,2,A,95.0,0,300,2018,8,2018-08-21,5317
2555,IVEE,2,A,90.0,0,300,2018,8,2018-08-21,5318
2554,IVEE,2,A,89.0,0,300,2018,8,2018-08-21,5319
2553,IVEE,2,A,81.0,0,300,2018,8,2018-08-21,5320
2552,IVEE,2,A,68.0,0,300,2018,8,2018-08-21,5321
2551,IVEE,2,A,55.0,0,300,2018,8,2018-08-21,5322
6681,IVEE,2,D,85.0,0,300,2018,8,2018-08-21,5323
2550,IVEE,1,D,105.0,0,300,2018,8,2018-08-21,5324
2548,IVEE,1,D,92.0,0,300,2018,8,2018-08-21,5325
2547,IVEE,1,D,90.0,0,300,2018,8,2018-08-21,5326
2546,IVEE,1,D,89.0,0,300,2018,8,2018-08-21,5327
2545,IVEE,1,D,84.0,0,300,2018,8,2018-08-21,5328
2544,IVEE,1,D,83.0,0,300,2018,8,2018-08-21,5329
2543,IVEE,1,D,80.0,0,300,2018,8,2018-08-21,5330
2542,IVEE,1,D,79.0,0,300,2018,8,2018-08-21,5331
2549,IVEE,1,D,98.0,0,300,2018,8,2018-08-21,5332
6680,IVEE,2,D,80.0,0,300,2018,8,2018-08-21,5333
6679,IVEE,2,D,78.0,0,300,2018,8,2018-08-21,5334
6678,IVEE,2,C,85.0,0,300,2018,8,2018-08-21,5335
6749,IVEE,7,D,54.0,0,300,2018,8,2018-08-21,5336
5726,IVEE,7,C,72.0,0,300,2018,8,2018-08-21,5337
5725,IVEE,7,C,61.0,0,300,2018,8,2018-08-21,5338
5724,IVEE,7,C,60.0,0,300,2018,8,2018-08-21,5339
5723,IVEE,7,C,56.0,0,300,2018,8,2018-08-21,5340
5722,IVEE,7,B,84.0,0,300,2018,8,2018-08-21,5341
5721,IVEE,7,B,82.0,0,300,2018,8,2018-08-21,5342
5728,IVEE,7,C,81.0,0,300,2018,8,2018-08-21,5343
5720,IVEE,7,B,78.0,0,300,2018,8,2018-08-21,5344
5718,IVEE,7,B,73.0,0,300,2018,8,2018-08-21,5345
5717,IVEE,7,B,68.0,0,300,2018,8,2018-08-21,5346
5716,IVEE,7,B,63.0,0,300,2018,8,2018-08-21,5347
5715,IVEE,7,A,85.0,0,300,2018,8,2018-08-21,5348
5714,IVEE,7,A,83.0,0,300,2018,8,2018-08-21,5349
5713,IVEE,7,A,78.0,0,300,2018,8,2018-08-21,5350
5712,IVEE,6,D,90.0,0,300,2018,8,2018-08-21,5351
5719,IVEE,7,B,75.0,0,300,2018,8,2018-08-21,5352
5710,IVEE,6,D,75.0,0,300,2018,8,2018-08-21,5353
5729,IVEE,7,C,83.0,0,300,2018,8,2018-08-21,5354
5731,IVEE,7,D,72.0,0,300,2018,8,2018-08-21,5355
6677,IVEE,2,C,84.0,0,300,2018,8,2018-08-21,5356
6676,IVEE,2,C,80.0,0,300,2018,8,2018-08-21,5357
6675,IVEE,2,C,65.0,0,300,2018,8,2018-08-21,5358
6674,IVEE,2,C,62.0,0,300,2018,8,2018-08-21,5359
6673,IVEE,2,B,65.0,0,300,2018,8,2018-08-21,5360
6672,IVEE,2,A,72.0,0,300,2018,8,2018-08-21,5361
6671,IVEE,1,C,85.0,0,300,2018,8,2018-08-21,5362
5730,IVEE,7,D,54.0,0,300,2018,8,2018-08-21,5363
6670,IVEE,1,C,84.0,0,300,2018,8,2018-08-21,5364
6668,IVEE,1,C,67.0,0,300,2018,8,2018-08-21,5365
6667,IVEE,1,C,65.0,0,300,2018,8,2018-08-21,5366
6666,IVEE,1,A,72.0,0,300,2018,8,2018-08-21,5367
